id,firstName,lastName,adp,projectedPoints,positionRank,slotName,teamName,lineupStatus,byeWeek,rank
f130c00d-08c4-4e9c-9b7b-fd527cedac18,Dyami,Brown,219.1,32,WR90,WR,Washington Commanders,,,219.1
63b14120-1d8e-48c2-b6b0-3f12c49990aa,Elijah,Arroyo,219.6,0,TE31,TE,,,,219.6
25711927-5878-48b0-92fd-61e2b2bd5266,Brashard,Smith,219.9,0,RB66,RB,,,,219.9
0a0f6536-c829-4e80-8eee-408bfe4befae,Gabe,Davis,221.5,70,WR91,WR,Jacksonville Jaguars,,,221.5
fa2adffa-8e90-40e5-ba77-1c9eaa8dafc7,Kareem,Hunt,222.8,55,RB67,RB,Kansas City Chiefs,,,222.8
6332e4fb-ae3c-4c71-8ad6-b8b4891d4da1,Jordan,James,223.3,19,RB68,RB,,,,223.3
9053cb86-4602-40be-95da-c38afc3436bc,Juwan,Johnson,224.8,83,TE32,TE,New Orleans Saints,,,224.8
086fb718-41cc-48d2-8a4f-e8b5e147fd74,Theo,Johnson,226.4,66,TE33,TE,NY Giants,,,226.4
59adeea8-daa9-4223-9af8-1c763052f675,Antonio,Gibson,226.5,69,RB69,RB,New England Patriots,,,226.5
03fa5abb-9a02-4a55-8ea4-2be0789cc486,Jaylin,Noel,226.8,20,WR92,WR,,,,226.8
969daecb-eacd-4590-8b20-fd5682627f7d,Bhayshul,Tuten,227.2,48,RB70,RB,,,,227.2
64f78242-25f1-4f94-bd31-a2a8a3e90679,Russell,Wilson,227.3,120,QB32,QB,Pittsburgh Steelers,,,227.3
9d4429c1-46fe-4d0b-b20f-539e56d6359d,Will,Shipley,227.9,44,RB71,RB,Philadelphia Eagles,,,227.9
157536f0-0868-4457-99b2-ec8ea7f5e502,Kirk,Cousins,228.4,135,QB33,QB,Atlanta Falcons,,,228.4
a16c6edd-e99a-4622-b40a-df98f4b90059,LeQuint,Allen Jr.,229.1,0,RB72,RB,,,,229.1
b2fcc023-d7f5-4bf7-a36a-40f61a115b70,Jalen,Nailor,229.4,75,WR93,WR,Minnesota Vikings,,,229.4
232833b3-265a-4567-8a7e-a875390cdd16,Ben,Sinnott,229.6,71,TE34,TE,Washington Commanders,,,229.6
a879b999-7453-46e9-934e-48c6ce7acc6e,Demarcus,Robinson,231.5,70,WR94,WR,Los Angeles Rams,,,231.5
f6fe46cd-2901-4196-bc58-a0b74242785d,Aaron,Rodgers,232.1,119,QB34,QB,NY Jets,,,232.1
1806b18e-148b-4a3d-ae73-ff2af2c0da12,Nick,Westbrook-Ikhine,232.1,60,WR95,WR,Tennessee Titans,,,232.1
98971c01-84fb-46b4-a7b6-15a5e5bd4318,Diontae,Johnson,232.5,55,WR96,WR,Baltimore Ravens,,,232.5
e363d0fc-c275-4002-98c0-a2b5e9cd2551,Jaleel,McLaughlin,232.6,67,RB73,RB,Denver Broncos,,,232.6
8f00df82-b12a-4e33-9f97-689b295aca8a,Devaughn,Vele,233,68,WR97,WR,Denver Broncos,,,233
4b1309a5-25c2-49f5-90c0-3737b5f869c4,Mason,Taylor,234.1,25,TE35,TE,,,,234.1
11cb5ec1-8769-471e-ac97-95500b81567e,Darius,Slayton,234.3,62,WR98,WR,NY Giants,,,234.3
b1f3f958-75e6-4b1a-b9aa-e0539a696321,Calvin,Austin III,235.1,65,WR99,WR,Pittsburgh Steelers,,,235.1
731de756-f337-42de-8512-8c21d0715b79,Keaton,Mitchell,235.7,25,RB74,RB,Baltimore Ravens,,,235.7
95ace3e0-45b1-4cd7-9d48-edb13b3e9468,Brenton,Strange,236.2,14,TE36,TE,Jacksonville Jaguars,,,236.2
ee9b391d-77ff-47ba-8209-454792ca8538,Tre,Tucker,236.6,42,WR100,WR,Las Vegas Raiders,,,236.6
ea5cee54-de94-4a8e-99de-adc13aa9f039,Taysom,Hill,236.6,30,TE37,TE,New Orleans Saints,,,236.6
f28c0797-90fc-4de6-8ce9-63c41de9c45b,Trevor,Etienne,236.8,25,RB75,RB,,,,236.8
77dbf6bd-ca35-45fd-aa24-5372f62f1d3b,Elijah,Moore,236.9,67,WR101,WR,Cleveland Browns,,,236.9
13f3158a-ccaf-4a41-970e-9bccb253a319,Jalen,Milroe,236.9,80,QB35,QB,,,,236.9
772b30ac-426e-445c-aeca-b0cfdd5601cb,Kalel,Mullings,237.2,33,RB76,RB,,,,237.2
c2913462-6f0d-4e10-af22-204b035a5400,Curtis,Samuel,237.2,58,WR102,WR,Buffalo Bills,,,237.2
b65b7cb5-358f-43a3-9617-22ed83bad976,Christian,Watson,237.6,69,WR103,WR,Green Bay Packers,,,237.6
066a7664-edec-424a-9525-9c9135957246,Cam,Akers,237.6,44,RB77,RB,Minnesota Vikings,,,237.6
8e7e9261-cb93-42b7-8b20-1002dadf5df5,Ray-Ray,McCloud III,237.8,57,WR104,WR,Atlanta Falcons,,,237.8
3111fb11-8b8e-4a2c-aee2-c4da78467feb,Will,Dissly,237.9,25,TE38,TE,Los Angeles Chargers,,,237.9
6e65265d-a4c7-41e5-aae5-c20f8a868387,Ricky,White,238.1,0,WR105,WR,,,,238.1
8ed49af9-3e4e-4b8d-905b-3020eb2100e1,Jonathon,Brooks,238.3,42,RB78,RB,Carolina Panthers,,,238.3
0a919a4c-6f38-4b6d-aa1a-6dc722fa65cc,Sean,Tucker,238.3,3,RB79,RB,Tampa Bay Buccaneers,,,238.3
73352d2a-4d9f-45ba-8ae5-58edba4438aa,Tyler,Lockett,238.4,61,WR106,WR,Seattle Seahawks,,,238.4
d6f71a88-60fb-47a0-8572-d1f9c66cd6bc,Gunnar,Helm,238.4,30,TE39,TE,,,,238.4
8c7fa5e1-def2-4fe9-8c4a-43e086d055a0,Noah,Fant,238.4,68,TE40,TE,Seattle Seahawks,,,238.4
e957db15-bbcf-4ed6-9916-ae7d8e7e39fb,Kaden,Prather,238.7,91,WR107,WR,,,,238.7
13228074-f860-44fa-8294-ccfd3edfde7d,Ja'Lynn,Polk,238.8,50,WR108,WR,New England Patriots,,,238.8
7d61108c-d021-4ad8-a794-234eff658449,Kimani,Vidal,238.8,34,RB80,RB,Los Angeles Chargers,,,238.8
93c9f09c-2b1e-42f8-8ebc-b9565ad4175a,Ty,Johnson,238.9,61,RB81,RB,Buffalo Bills,,,238.9
5ddab591-f590-449e-95be-bbb9e201dc7b,Rahiem,Sanders,238.9,0,RB81,RB,,,,238.9
34c2ee58-267e-44cc-89f5-9f0c3a9ae6f6,Luke,McCaffrey,238.9,54,WR109,WR,Washington Commanders,,,238.9
ac1d6f18-4878-4753-900e-eab84a8b20d6,Tory,Horton,238.9,20,WR110,WR,,,,238.9
27b35caa-72f4-479c-bcae-aec907742863,Devin,Singletary,239,43,RB83,RB,NY Giants,,,239
1f0c7645-b6fb-4f48-b3bf-85ecf54a1ab4,Parker,Washington,239.1,22,WR111,WR,Jacksonville Jaguars,,,239.1
dabc8349-bb64-49bb-8ef0-0dafbeef5dce,Jameis,Winston,239.2,0,QB36,QB,Cleveland Browns,,,239.2
dd343a60-56be-4478-a319-5e8e0e303aac,Jarquez,Hunter,239.2,30,RB84,RB,,,,239.2
36888f15-71a2-41c4-bf79-b19944dca742,Roman,Wilson,239.2,22,WR112,WR,Pittsburgh Steelers,,,239.2
d3666bc1-3554-4e7e-80fb-ce6029505935,Julio,Jones,239.3,0,WR113,WR,,,,239.3
92a0c642-f76a-4be5-8973-b0d8679db1ee,Jaydon,Blue,239.3,0,RB85,RB,,,,239.3
23488785-7029-4929-bf2c-97a1020ad8cb,Joshua,Palmer,239.3,73,WR114,WR,Los Angeles Chargers,,,239.3
0af59c96-3181-4e75-96fd-39926269eb0c,Daniel,Jones,239.3,70,QB37,QB,Minnesota Vikings,,,239.3
a71057d6-c1ee-489f-b269-0e3c6418d328,Jahan,Dotson,239.3,55,WR115,WR,Philadelphia Eagles,,,239.3
4df0a6d3-dcba-4208-bbfb-65d946ce5a11,Zack,Moss,239.3,40,RB86,RB,Cincinnati Bengals,,,239.3
76486ffa-2a33-434a-9c22-405f84ef53b8,Tank,Dell,239.3,40,WR115,WR,Houston Texans,,,239.3
65a4272d-9ba4-435a-a182-53ec1c45f651,KaVontae,Turpin,239.3,32,WR117,WR,Dallas Cowboys,,,239.3
661fe021-bbd7-4f94-98ab-45e08eb155f2,Kenneth,Gainwell,239.4,55,RB87,RB,Philadelphia Eagles,,,239.4
22540a4b-b8f3-44ce-87b2-bdaeec918eca,AJ,Barner,239.4,8,TE41,TE,Seattle Seahawks,,,239.4
cb785079-2e39-49bf-8b60-8e95e054e636,Parris,Campbell,239.4,1,WR118,WR,Philadelphia Eagles,,,239.4
87d1db1c-648c-4d46-8eb1-92e251f0df63,Noah,Brown,239.4,76,WR119,WR,Washington Commanders,,,239.4
95af3380-127c-4e4f-8b83-72584439f2f0,Luke,Lachey,239.4,79,TE42,TE,,,,239.4
5d09410c-cb48-49f2-981a-e48cbbd232aa,Dameon,Pierce,239.5,31,RB88,RB,Houston Texans,,,239.5
e13d8498-dbe7-41b3-a657-2058c30fca6e,Khalil,Herbert,239.5,59,RB89,RB,Cincinnati Bengals,,,239.5
1b60cd29-2a8b-4937-b9c1-d5eb778f428d,Kyle,Monangai,239.5,22,RB89,RB,,,,239.5
87be5e79-5c8f-48cc-88d7-f917da4e15b3,Britain,Covey,239.6,3,WR120,WR,Philadelphia Eagles,,,239.6
7cf16f4c-73a5-4b4c-a60d-d0378df33341,Mike,Williams,239.6,68,WR121,WR,Pittsburgh Steelers,,,239.6
2156896d-381b-4a1d-9646-5bec15350303,Miles,Sanders,239.6,59,RB91,RB,Carolina Panthers,,,239.6
792058bc-3f02-455e-93e8-2188332b9b8f,Tim,Jones,239.6,4,WR122,WR,Jacksonville Jaguars,,,239.6
7a264eb0-fd78-4a76-bd8a-6adb5f99546f,Luke,Musgrave,239.7,40,TE43,TE,Green Bay Packers,,,239.7
2b75ed76-4c08-4b1f-be58-3efd7305061f,Spencer,Rattler,239.7,0,QB38,QB,New Orleans Saints,,,239.7
bd0b8dac-9a44-4ebd-9329-80f0f020ad71,John,Metchie III,239.7,10,WR123,WR,Houston Texans,,,239.7
9cdf47f2-a80b-4f2a-ac92-bc8ffcae7aa3,Jermaine,Burton,239.7,23,WR124,WR,Cincinnati Bengals,,,239.7
2631f7c3-8077-4f27-a36f-e2fa28e8a1c7,Nick,Nash,239.7,15,WR125,WR,,,,239.7
d9cf36f8-c9bf-4bfd-85ee-d1b3c09a2f70,D'Onta,Foreman,239.7,60,RB92,RB,Cleveland Browns,,,239.7
315bcd57-0e37-41fa-86b1-4d04d7f9eeaf,Malachi,Corley,239.7,51,WR126,WR,NY Jets,,,239.7
90c9b281-802e-4566-b6f2-935c35bad32f,Mack,Hollins,239.7,28,WR126,WR,Buffalo Bills,,,239.7
39447d2f-33ca-4bda-a560-a64683e379bf,Devontez,Walker,239.7,0,WR126,WR,Baltimore Ravens,,,239.7
1388c94a-6eec-4146-a472-9c219c81ee11,Tahj,Brooks,239.8,24,RB93,RB,,,,239.8
98ab38bc-0915-4467-906c-365b878a8c2e,Tai,Felton,239.8,0,WR129,WR,,,,239.8
5162edfa-398c-4c8d-acdc-85bd17a173bd,Jamaal,Williams,239.8,43,RB94,RB,New Orleans Saints,,,239.8
f1650472-7adf-4bbb-80be-6c62e1638aa7,Jacob,Cowing,239.8,7,WR130,WR,San Francisco 49ers,,,239.8
91979e90-ac50-4738-937a-f16bb6d653d3,Joe,Milton,239.8,0,QB39,QB,New England Patriots,,,239.8
d1e88e92-8109-486d-a03b-5e05c55eb3b9,Tyler,Boyd,239.8,64,WR131,WR,Tennessee Titans,,,239.8
72a64bdc-ccc9-43a1-b208-aac6bfbbb816,Raheem,Mostert,239.8,42,RB95,RB,,,,239.8
d72b9675-30ed-47f3-a805-69d542dd846e,Ian,Book,239.8,0,QB40,QB,,,,239.8
b4b96d47-72ba-43df-894a-c804990fe161,Oronde,Gadsden II,239.8,25,TE44,TE,,,,239.8
b984b3f3-afc2-48a6-8ea7-137b00ad30c1,Brandon,Johnson,239.8,0,WR132,WR,Pittsburgh Steelers,,,239.8
0fa9fd7e-85eb-4365-9f4c-f84278c7460b,Will,Levis,239.8,75,QB41,QB,Tennessee Titans,,,239.8
7f2338d3-2446-46da-8867-ee61ebd43800,Emanuel,Wilson,239.8,27,RB96,RB,Green Bay Packers,,,239.8
c11e882d-360a-454f-854e-ac513ca00a9f,Tyler,Goodson,239.8,9,RB96,RB,Indianapolis Colts,,,239.8
8123278a-1441-4e55-b332-12a4018a624d,Mike,Boone,239.8,0,RB96,RB,Carolina Panthers,,,239.8
92bdfb6a-b7d7-4029-86a2-f52575901b83,Mike,White,239.8,0,QB41,QB,Buffalo Bills,,,239.8
b5cb0dca-6367-40ee-9d98-edae8e377fb5,Gus,Edwards,239.8,40,RB99,RB,Los Angeles Chargers,,,239.8
ff5de1d3-ab8f-4db8-b54f-e493641a982c,Isaiah,Davis,239.8,38,RB99,RB,NY Jets,,,239.8
5ba86360-0feb-45a4-a5ef-64d5b58f3db6,Jawhar,Jordan,239.8,0,RB99,RB,Houston Texans,,,239.8
347219c3-01ac-472e-a5b1-3d856772ec95,Russell,Gage,239.8,0,WR133,WR,San Francisco 49ers,,,239.8
cf7f8ba5-4082-4036-be43-194bd4d84531,Michael,Mayer,239.8,27,TE45,TE,Las Vegas Raiders,,,239.8
c2adfc9f-a978-4540-8a9d-aab4b3d6dabe,Mike,Harley,239.8,0,WR134,WR,,,,239.8
228f275a-0c48-4d2f-9599-b9aa3aecf7f3,Sincere,McCormick,239.8,0,RB102,RB,Las Vegas Raiders,,,239.8
55c348e6-4edd-4153-9d18-4352d4f0f923,Arian,Smith,239.8,0,WR134,WR,,,,239.8
277c6983-fd91-4d42-9e34-fe6d8aeb3478,Tyler,Conklin,239.9,38,TE46,TE,NY Jets,,,239.9
6478f65a-d305-468f-b72f-76a392fb763a,Phil,Mafah,239.9,14,RB103,RB,,,,239.9
fc56ec73-7a15-4319-b20f-6760eb02549e,Anthony,Brown,239.9,0,QB43,QB,,,,239.9
115f4d0f-d328-49ae-a9b8-0dcc201f8807,Pat,Bryant,239.9,0,WR136,WR,,,,239.9
0930b4ca-38a5-42c6-828a-9cef7f6202e8,Jimmy,Horn Jr.,239.9,0,WR137,WR,,,,239.9
03383257-d2b4-4d44-8d36-a8863a405686,Richie,James Jr.,239.9,0,WR137,WR,,,,239.9
17bb0755-bffa-4601-b110-7594bd310285,Brandin,Cooks,239.9,55,WR139,WR,Dallas Cowboys,,,239.9
cd5a9576-cccf-4fb1-98e2-7949a2e1a67a,Jarvis,Landry,239.9,0,WR140,WR,,,,239.9
b72b5322-1fd1-42df-9013-11107478e35c,Chris,Rodriguez,239.9,0,RB104,RB,Washington Commanders,,,239.9
8383714f-5cc3-41bd-8081-96f40d8f257d,Jordan,Murray,239.9,37,TE47,TE,Chicago Bears,,,239.9
52c9c6d6-63ea-45c8-96f3-092f0a3d3080,Tim,Patrick,239.9,29,WR141,WR,Detroit Lions,,,239.9
9e09f8fa-65d1-4a90-aea5-02468caabec0,JuJu,Smith-Schuster,239.9,27,WR141,WR,Kansas City Chiefs,,,239.9
c01f0d7d-eaa2-4c36-bbc4-0005dd73a3fd,Jordan,Travis,239.9,0,QB44,QB,NY Jets,,,239.9
33da0fef-d5b1-4186-83e8-2eeab810d540,Jonathan,Mingo,239.9,38,WR143,WR,Dallas Cowboys,,,239.9
849d12ef-8398-4cd8-913e-fd7756d330e3,Dawson,Knox,239.9,33,TE48,TE,Buffalo Bills,,,239.9
c4c4accc-6ea1-4b68-84ee-1f1fa34d4db0,Tyquan,Thornton,239.9,29,WR143,WR,Kansas City Chiefs,,,239.9
2c993ec0-fd2a-4b84-a73f-aa7182fb7f30,Luke,Schoonmaker,239.9,11,TE48,TE,Dallas Cowboys,,,239.9
85d9d53a-bd67-453f-b367-d2de867fb2bc,Kyle,Philips,239.9,10,WR143,WR,Las Vegas Raiders,,,239.9
f5c2f3fd-f90d-4d90-8d25-02259084195d,Javon,Baker,239.9,8,WR143,WR,New England Patriots,,,239.9
ef09121d-ad07-4666-aeff-3583ccd9fa53,Jesse,Matthews,239.9,0,WR143,WR,Atlanta Falcons,,,239.9
e497c6a9-7fd2-4349-8a51-6b9ca4c748e3,Kyle,Williams,239.9,0,WR143,WR,,,,239.9
d05b881d-417b-448d-99ba-c73e79195dde,Jermar,Jefferson,239.9,0,RB105,RB,,,,239.9
f6180f7b-532b-4b2a-9323-6fdc66c5da15,Paul,Richardson,239.9,0,WR149,WR,,,,239.9
1b1cba6d-2fe7-43fc-a68b-e9c1cfc37ca9,N'Keal,Harry,239.9,0,TE50,TE,,,,239.9
c3290637-245c-453d-9839-0d784c660142,K.J.,Osborn,239.9,51,WR150,WR,Washington Commanders,,,239.9
626285cc-85e0-44f4-bb71-2561edfbf72e,Carson,Steele,239.9,49,RB106,RB,Kansas City Chiefs,,,239.9
22f4d9be-e05b-42e4-ac46-f06fd8af209f,Adam,Trautman,239.9,18,TE51,TE,Denver Broncos,,,239.9
5b837bfb-b5c4-46ec-81e9-4a466937be77,Ainias,Smith,239.9,16,WR150,WR,Philadelphia Eagles,,,239.9
170075fb-994d-4d9d-9de4-4531698c04aa,Bryan,Thompson,239.9,0,WR150,WR,,,,239.9
101813ea-7884-486a-8c7f-1d9975ac5382,Terique,Owens,239.9,0,WR150,WR,San Francisco 49ers,,,239.9
699adcba-aa58-43e2-8859-581621e4673c,Austin,Stogner,239.9,0,TE51,TE,,,,239.9
cdd59e8e-ae96-420c-93d5-4135e8952e0a,Ja'Corey,Brooks,239.9,0,WR150,WR,,,,239.9
f6e2a703-a07e-469c-bd4a-f28d02a25ece,Donovan,Edwards,239.9,0,RB106,RB,,,,239.9
80a8ef5d-52f3-41ee-86cb-b5219a1c8473,LaJohntay,Wester,239.9,0,WR150,WR,,,,239.9
d8f19606-e62d-495d-b3cc-ede0022d7470,Johnny,Wilson,239.9,50,WR156,WR,Philadelphia Eagles,,,239.9
caf479b7-fd63-4d37-8ef7-7a1d14be7ba9,Xavier,Hutchinson,239.9,24,WR156,WR,Houston Texans,,,239.9
f3b97827-c055-4ae0-ba35-372ee4a2d226,Elijah,Higgins,239.9,13,TE53,TE,Arizona Cardinals,,,239.9
17c236d8-91c2-42d0-b4f7-d580c71a227f,Greg,Dortch,239.9,69,WR158,WR,Arizona Cardinals,,,239.9
8ad3d5ef-c0e8-4e9e-993a-efd23292f8e2,Van,Jefferson,239.9,38,WR158,WR,Pittsburgh Steelers,,,239.9
d665c4b4-ae83-4632-a512-a2666f09846f,Marquez,Valdes-Scantling,239.9,32,WR158,WR,New Orleans Saints,,,239.9
6861309b-5e14-4246-84bb-5e56a648f166,James,Mitchell,239.9,3,TE54,TE,Carolina Panthers,,,239.9
a1ea9c6d-4025-4b4a-b048-d9a0ac8f6c1e,Will,Howard,239.9,0,QB45,QB,,,,239.9
fcf90197-b46c-4cfb-9d1c-ad55716eebcb,Clyde,Edwards-Helaire,240,44,RB108,RB,New Orleans Saints,,,240
ac64835f-23bf-4c5c-9791-7b4541b60454,Alexander,Mattison,240,37,RB108,RB,Las Vegas Raiders,,,240
7648aab3-917e-41ad-884d-94cf2ac8759b,Kalif,Raymond,240,36,WR161,WR,Detroit Lions,,,240
989e35b0-4ec0-4f9e-a0ba-ac6ea3077438,Raheem,Blackshear,240,5,RB108,RB,Carolina Panthers,,,240
b3e72956-278d-4d86-b475-9fbf41216186,Reid,Sinnett,240,0,QB46,QB,,,,240
74348c63-14d8-475c-b31a-10c16c272776,Deshaun,Watson,240,105,QB47,QB,Cleveland Browns,,,240
f8011e23-f27e-4572-9418-20899d679487,Andy,Dalton,240,90,QB47,QB,Carolina Panthers,,,240
62c5cb73-3e23-4602-8088-73a610342873,Allen,Lazard,240,60,WR162,WR,NY Jets,,,240
a65d10a5-0471-4589-99c3-cae710ce0b3f,Ty,Chandler,240,50,RB111,RB,Minnesota Vikings,,,240
e712b51a-6de0-4906-9950-41415cd62748,Tutu,Atwell,240,32,WR162,WR,Los Angeles Rams,,,240
274a00ce-69a9-4fb8-830d-163922d36284,Treylon,Burks,240,24,WR162,WR,Tennessee Titans,,,240
ccb2a9ce-494c-4a32-a7f3-cf9bc09ee336,Olamide,Zaccheaus,240,19,WR162,WR,Washington Commanders,,,240
9afd3eea-c9e3-403c-ba90-5528d467b7b9,Stone,Smartt,240,7,TE55,TE,Los Angeles Chargers,,,240
e11f9e3e-5faf-4690-b56e-00a7b278151e,Jacory,Croskey-Merritt,240,0,RB111,RB,,,,240
a3c082c8-de7f-45e9-899c-ff0224503db6,Aidan,O'Connell,240,0,QB47,QB,Las Vegas Raiders,,,240
fc8ae5d2-4b09-4cab-b37a-254d15f1b845,Derek,Parish,240,0,TE55,TE,,,,240
fe47fe1a-ad65-41f1-8e5c-992b9149ed3b,Ja'Quinden,Jackson,240,0,RB111,RB,,,,240
a3d6530c-ee1c-4996-9da1-8546ead2ec6a,Kendrick,Bourne,240,50,WR166,WR,New England Patriots,,,240
76ecd15d-cf1e-4e93-8a52-0361d65c562f,Zamir,White,240,35,RB114,RB,Las Vegas Raiders,,,240
c45cca1c-3f49-4c63-890d-187cf468b710,Gerald,Everett,240,32,TE57,TE,,,,240
4ee70c79-8417-44ea-a51c-e675fcfe96db,Cade,Stover,240,24,TE57,TE,Houston Texans,,,240
4adee1bf-2d43-4d54-92f2-83a080006f4f,Marcus,Yarns,240,20,RB114,RB,,,,240
25846688-38a9-4ec4-a007-3fe28bf8d39c,Jake,Briningstool,240,15,TE57,TE,,,,240
3e578a94-fe9a-467f-a522-bd71dc8f1380,Foster,Moreau,240,14,TE57,TE,New Orleans Saints,,,240
7bb768b1-7924-4102-b567-1440c54be313,Pharaoh,Brown,240,12,TE57,TE,Seattle Seahawks,,,240
4cd14004-3377-488b-aa2e-aedd1ff4155a,Bub,Means,240,12,WR166,WR,New Orleans Saints,,,240
aac54080-00ce-47aa-9d06-e2edf8efef4d,Jamari,Thrash,240,5,WR166,WR,Cleveland Browns,,,240
a07896bd-463c-41c7-b577-5b3bcd138ff7,Tanner,McLachlan,240,3,TE57,TE,Cincinnati Bengals,,,240
3927dea5-f575-4326-987d-481677283b90,Xavier,Smith,240,0,WR166,WR,Los Angeles Rams,,,240
7d485126-e460-40d1-9ea3-5d898b88b4c3,Tyler,Shough,240,0,QB50,QB,,,,240
4f11350b-d3fd-4ed6-b009-fcdfa4e1d058,Trey,Palmer,240,0,WR166,WR,Tampa Bay Buccaneers,,,240
a575b837-9ab6-40c1-b177-8ade89f11c74,Elijah,Mitchell,240,0,RB114,RB,San Francisco 49ers,,,240
a4e0c950-437b-49b5-b41d-2d6952484dda,AJ,Dillon,240,0,RB114,RB,Green Bay Packers,,,240
86688fb2-6214-4106-b846-94e652e6c26d,Matt,Breida,240,0,RB114,RB,,,,240
9376edf7-4636-4ea0-8857-df56c6c662d2,Colby,Parkinson,240,47,TE63,TE,Los Angeles Rams,,,240
91ce7788-29e5-42da-b962-fed9265c5c2c,Kylen,Granson,240,23,TE63,TE,Indianapolis Colts,,,240
c7a59aa4-6bbb-482a-9b26-8591c5e93d07,Darnell,Washington,240,19,TE63,TE,Pittsburgh Steelers,,,240
e0d58cc8-a3ae-4748-8562-61595c626b87,Bo,Melton,240,15,WR171,WR,Green Bay Packers,,,240
73571360-7f22-4fae-ac7d-dbf5a346e133,Jared,Wiley,240,10,TE63,TE,Kansas City Chiefs,,,240
00aeacac-88cc-4a98-b6de-92b3d256839c,Kyren,Lacy,240,0,WR171,WR,,,,240
60f81ce8-e495-4e32-8ac9-45fabe2f1012,Marcus,Mariota,240,0,QB51,QB,Washington Commanders,,,240
eddbaf25-db25-45bc-8a2e-b7d19539b89d,Brady,Cook,240,0,QB51,QB,,,,240
6077d4e1-4551-41c0-8dc3-839b23d436f8,Nikko,Remigio,240,0,WR171,WR,Kansas City Chiefs,,,240
1a09bc21-8d95-4384-817a-0dc49960cebe,Quinn,Ewers,240,0,QB51,QB,,,,240
36e7b09c-7734-4454-919b-b92c638dc666,Greg,Dulcich,240,66,TE67,TE,NY Giants,,,240
9a06a877-5015-49f7-933d-ca82025d2d78,Zay,Jones,240,55,WR174,WR,Arizona Cardinals,,,240
4740ff16-2b1f-404a-a400-026ef234c8cf,Jalin,Hyatt,240,49,WR174,WR,NY Giants,,,240
7ff72615-f707-493e-9cc0-67911dae63fc,Jake,Bobo,240,25,WR174,WR,Seattle Seahawks,,,240
715d0d93-107f-4b3f-ab15-e650361da08e,Terrance,Ferguson,240,20,TE67,TE,,,,240
bc438410-f80a-47e3-a145-59ed8c404509,David,Moore,240,16,WR174,WR,Carolina Panthers,,,240
cf74d967-5773-41ac-b7ea-b2cd38abb813,Will,Sheppard,240,0,WR174,WR,,,,240
cb5a06f0-7276-495a-9d19-cd822a4b2ff1,Rasheen,Ali,240,0,RB119,RB,Baltimore Ravens,,,240
2ed72523-676d-4175-bfc9-0455c235eabb,Malik,Willis,240,0,QB54,QB,Green Bay Packers,,,240
25b47848-ddf6-41fc-8acf-491d64f10c85,Dont'e,Thornton Jr.,240,0,WR174,WR,,,,240
d506ef93-472f-4603-9e8b-892138a81a6f,Moose,Muhammed III,240,0,WR174,WR,,,,240
3d01ed58-7597-46f0-b73e-1bbeeb42cf0d,Phillip,Dorsett,240,0,WR174,WR,Atlanta Falcons,,,240
3d519041-65c9-4edd-93a7-feff7d556996,Keaontay,Ingram,240,0,RB119,RB,Kansas City Chiefs,,,240
b3da466a-cd0c-4576-87de-a9679c3520be,Dillon,Gabriel,240,0,QB54,QB,,,,240
b185556a-8f8c-459a-98c9-cbf84373b482,Tyler,Badie,240,0,RB119,RB,Denver Broncos,,,240
e367f07e-5986-4fb5-81d7-1a0d2adef703,Efton,Chism III,240,0,WR174,WR,,,,240
a607d903-7c0e-4259-9511-8455aec5451c,Tyrod,Taylor,240,0,QB54,QB,NY Jets,,,240
e8cb5c6d-3217-4849-8e6d-7f7155439da3,Keandre,Lambert-Smith,240,0,WR174,WR,,,,240
a046a604-36cb-4a6b-98be-ab6b6075176d,Jelani,Woods,240,0,TE67,TE,Indianapolis Colts,,,240
4f44e8f1-b3b5-434a-9766-6c9572541f15,Donald,Parham Jr.,240,0,TE67,TE,Pittsburgh Steelers,,,240
ec39a2a9-d9b1-4e8c-ba42-24022c395a29,Chase,Claypool,240,0,WR174,WR,,,,240
1249a531-7679-4f2d-b61e-a35f6f67b07d,Hendon,Hooker,240,0,QB54,QB,Detroit Lions,,,240
93c81957-7cbe-441d-b533-36f8953c5951,Jake,Browning,240,0,QB54,QB,Cincinnati Bengals,,,240
9273a698-ff7f-4870-b736-4179d3886eaa,Clayton,Tune,240,0,QB54,QB,Arizona Cardinals,,,240
89b30ea4-32e0-4211-bf98-204147b6b702,Grant,Calcaterra,240,0,TE67,TE,Philadelphia Eagles,,,240
876e053c-fc1c-4cc3-a3ac-46b81f588076,Andrew,Armstrong,240,0,WR174,WR,,,,240
64807163-11e9-48f7-b705-9533d1c6d579,Mario,Anderson,240,0,RB119,RB,,,,240
f86f78d9-35a8-4974-98c9-67baa0fec7b8,Tyson,Bagent,240,0,QB54,QB,Chicago Bears,,,240
6873c6d1-3a3e-485d-9b90-4de3f3726a6d,Erick,All,240,0,TE67,TE,Cincinnati Bengals,,,240
0130c066-fae0-4b7a-bc18-827d7e8c4ffc,Mario,Williams,240,0,WR174,WR,,,,240
726c0c14-172b-4ba6-8602-31237705d652,Kyle,McCord,240,0,QB54,QB,,,,240
30dd17fe-5cfb-4a6b-9ff9-358d533336b2,Tyler,Johnson,240,41,WR187,WR,Los Angeles Rams,,,240
20b9cbb7-7989-4af9-a98a-12260c5d82dc,Justin,Watson,240,29,WR187,WR,Kansas City Chiefs,,,240
